date	fr0007468830	fr0000444275	fr0011066091	fr0011360684
2017-05-31	156.8	39.2	29.37	29.43
2017-06-01	156.914223438244	39.3481959848379	29.37	29.43
2017-06-02	157.039239642306	39.3678506247368	29.37	29.43
2017-06-06	157.018553507821	39.054555664748	29.37	29.43
2017-06-07	156.944802941396	39.0459076231925	29.37	29.43
2017-06-08	157.082410705579	39.0191773129299	29.37	29.43
2017-06-09	157.207426909642	39.2066825775656	29.37	29.43
2017-06-12	157.036541450852	38.8151621507792	29.37	29.43
2017-06-13	157.108493222974	38.9971641162432	29.37	29.43
2017-06-14	157.068020351155	38.7467640039309	29.37	29.43
2017-06-15	156.913324041092	38.6241190509617	29.4231606619548	0.0299939939939916
2017-06-16	156.899833083819	38.7888249333146	29.4231606619548	0.0299939939939916
2017-06-19	157.087807088488	39.164621648182	29.4231606619548	0.0299939939939916
2017-06-20	156.891738509456	38.7707426646076	29.4231606619548	0.0299939939939916
2017-06-21	156.747834965211	38.818699985961	29.4231606619548	0.0299939939939916
2017-06-22	156.763124716787	38.891422153587	29.4231606619548	0.0299939939939916
2017-06-23	156.761325922484	38.7793907061631	29.4231606619548	0.0299939939939916
2017-06-26	156.875549360728	38.8804155552436	29.4231606619548	0.0299939939939916
2017-06-27	156.595836846603	38.6669661659413	29.4231606619548	0.0299939939939916
2017-06-28	156.546370003269	38.7510880247087	29.4231606619548	0.0299939939939916
2017-06-29	156.176717773992	38.2255229538116	29.4231606619548	0.0299939939939916
2017-06-30	156.068790115809	38.0934437736909	29.456069643165	0.0299939939939916
2017-07-03	156.165025611022	38.5616172960831	29.456069643165	0.0299939939939916
2017-07-04	156.152434050901	38.5435350273761	29.456069643165	0.0299939939939916
2017-07-05	312.99389210551	77.646803586168	29.456069643165	0.0299939939939916
2017-07-06	312.397256623962	77.2337127593693	29.456069643165	0.0299939939939916
2017-07-07	312.204386543824	77.1877256807622	29.456069643165	0.0299939939939916
2017-07-10	312.618967089915	77.4224183577917	29.456069643165	0.0299939939939916
2017-07-11	312.586521655873	76.9244892997695	29.456069643165	0.0299939939939916
2017-07-12	313.323754018269	78.0535513676415	29.456069643165	0.0299939939939916
2017-07-13	313.386842362239	78.2985514933244	58.9424362417452	0.0299939939939916
2017-07-17	313.687863889183	78.5911244589457	58.9424362417452	0.0299939939939916
2017-07-18	313.534649339541	77.5389718156409	58.9424362417452	0.0299939939939916
2017-07-19	313.900561734569	78.1534543315122	58.9424362417452	0.0299939939939916
2017-07-20	313.814040577124	78.090023878261	58.9424362417452	0.0299939939939916
2017-07-21	313.837473390599	77.183761277434	58.9424362417452	0.0299939939939916
2017-07-24	313.776187570742	77.1433243634863	58.9424362417452	0.0299939939939916
2017-07-25	313.583317490604	77.4065607444789	58.9424362417452	0.0299939939939916
2017-07-26	313.988885416127	77.6785188127936	58.9424362417452	0.0299939939939916
2017-07-27	313.923994548044	77.776836015333	58.9424362417452	0.0299939939939916
2017-07-28	313.657220979255	77.0124990536556	58.9424362417452	0.0299939939939916
2017-07-31	313.550872056562	76.7207189686999	59.0826960603685	29.424093738441
2017-08-01	313.844683487053	77.0925800008853	59.0826960603685	29.424093738441
2017-08-02	313.772582522515	76.4511395423822	59.0826960603685	29.424093738441
2017-08-03	470.713153626133	116.003771047904	59.0826960603685	29.424093738441
2017-08-04	471.069987966086	117.107243786273	59.0826960603685	29.424093738441
2017-08-07	471.167306422437	117.247576732348	59.0826960603685	29.424093738441
2017-08-08	471.207855779249	117.469470706912	59.0826960603685	29.424093738441
2017-08-09	470.680714140682	116.440362435694	59.0826960603685	29.424093738441
2017-08-10	469.837287518975	115.50241060808	59.0826960603685	29.424093738441
2017-08-11	469.437200531755	114.023517253288	59.0826960603685	29.424093738441
2017-08-14	470.486077227981	114.993853606919	88.5782336665719	29.424093738441
2017-08-16	471.286251202421	116.160895970433	88.5782336665719	29.424093738441
2017-08-17	470.67260426932	115.159374517674	88.5782336665719	29.424093738441
2017-08-18	470.367132447997	114.45411150663	88.5782336665719	29.424093738441
2017-08-21	470.004891527135	113.880785453434	88.5782336665719	29.424093738441
2017-08-22	470.467154194801	114.638823247618	88.5782336665719	29.424093738441
2017-08-23	470.177902116203	114.06909547509	88.5782336665719	29.424093738441
2017-08-24	470.229264634833	114.210627848055	88.5782336665719	29.424093738441
2017-08-25	470.361725867088	114.234616385846	88.5782336665719	29.424093738441
2017-08-28	470.164385663932	113.526954521022	88.5782336665719	29.424093738441
2017-08-29	469.580474925827	112.17639984341	88.5782336665719	29.424093738441
2017-08-30	470.113023145303	113.004004397187	88.5782336665719	29.424093738441
2017-08-31	470.986185962006	113.675683455324	88.714846485182	58.8034702198139
2017-09-01	471.291657783329	114.430122968839	88.714846485182	58.8034702198139
2017-09-04	470.980779381097	113.898776856777	88.714846485182	58.8034702198139
2017-09-05	627.755556448363	152.971410849978	88.714846485182	58.8034702198139
2017-09-06	627.982562842973	152.863391578388	88.714846485182	58.8034702198139
2017-09-07	628.995083428458	153.061695614291	88.714846485182	58.8034702198139
2017-09-08	628.663582026805	153.422834671545	88.714846485182	58.8034702198139
2017-09-11	630.104892468776	155.1334085097	88.714846485182	58.8034702198139
2017-09-12	630.739069063243	156.526373444824	88.714846485182	58.8034702198139
2017-09-13	630.908423040175	156.529597900692	88.714846485182	58.8034702198139
2017-09-14	631.247130994038	156.843982347855	88.714846485182	58.8034702198139
2017-09-15	630.598541295151	156.350640599999	118.235712151354	58.8034702198139
2017-09-18	631.67231757442	156.908471465222	118.235712151354	58.8034702198139
2017-09-19	631.931753453975	156.908471465222	118.235712151354	58.8034702198139
2017-09-20	631.016521323323	156.752085355608	118.235712151354	58.8034702198139
2017-09-21	631.585838947902	157.101938817323	118.235712151354	58.8034702198139
2017-09-22	631.575029119587	157.080979854178	118.235712151354	58.8034702198139
2017-09-25	630.879596831336	157.266386066608	118.235712151354	58.8034702198139
2017-09-26	630.980488562274	157.527566991944	118.235712151354	58.8034702198139
2017-09-27	631.528186530223	158.744799082243	118.235712151354	58.8034702198139
2017-09-28	632.011025528283	159.28489544019	118.235712151354	58.8034702198139
2017-09-29	633.174883710175	159.866909724425	118.850475026416	58.8034702198139
2017-10-02	633.257759060588	160.350578104676	118.850475026416	58.8034702198139
2017-10-03	633.765820991383	160.465046288003	118.850475026416	58.8034702198139
2017-10-04	789.509551771929	199.309970298924	118.850475026416	58.8034702198139
2017-10-05	790.956865340713	199.560730178217	118.850475026416	58.8034702198139
2017-10-06	790.624252905651	198.890699780747	118.850475026416	58.8034702198139
2017-10-09	790.507389077116	199.338055405405	118.850475026416	58.8034702198139
2017-10-10	790.102860439878	198.968936863086	118.850475026416	58.8034702198139
2017-10-11	791.145645371425	198.814468777442	118.850475026416	58.8034702198139
2017-10-12	790.80404341109	198.726201299931	118.850475026416	58.8034702198139
2017-10-13	790.880454375902	199.771368476823	148.305748671384	58.8034702198139
2017-10-16	790.91641247699	199.68711315738	148.305748671384	58.8034702198139
2017-10-17	791.428815417491	199.32200677313	148.305748671384	58.8034702198139
2017-10-18	791.887281206361	199.342067563474	148.305748671384	58.8034702198139
2017-10-19	791.334425402135	198.112341115422	148.305748671384	58.8034702198139
2017-10-20	791.770417377825	198.645958138557	148.305748671384	58.8034702198139
2017-10-23	791.729964514101	199.029119234116	148.305748671384	58.8034702198139
2017-10-24	792.494074162218	198.006018926602	148.305748671384	58.8034702198139
2017-10-25	791.433310180127	196.21659642797	148.305748671384	58.8034702198139
2017-10-26	792.017629322804	198.070213455701	148.305748671384	58.8034702198139
2017-10-27	793.208741421338	198.94285783564	148.305748671384	58.8034702198139
2017-10-30	793.797555326651	199.544681545942	148.305748671384	58.8034702198139
